Date,@attributes.createdAt,message,attributes,attributes.indexName,attributes.jobID,@attributes.planID,@attributes.shardID,@attributes.shardType,attributes.appID,Message
"2024-04-10T15:44:03.078Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h48m10.943358534s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377524-1"",""planID"":2377524,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:44:03.078358259Z""}","""lc_prod_ct_products""","2273721448","2377524","""sh-2377524-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h48m10.943358534s"
"2024-04-10T15:43:03.132Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h47m10.99712179s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377524-1"",""planID"":2377524,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:43:03.132118804Z""}","""lc_prod_ct_products""","2273721448","2377524","""sh-2377524-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h47m10.99712179s"
"2024-04-10T15:42:03.231Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h46m11.096255994s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377527-1"",""planID"":2377527,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:42:03.231262173Z""}","""lc_prod_ct_products""","2273721448","2377527","""sh-2377527-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h46m11.096255994s"
"2024-04-10T15:41:03.137Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h45m11.002333913s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377524-1"",""planID"":2377524,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:41:03.137333408Z""}","""lc_prod_ct_products""","2273721448","2377524","""sh-2377524-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h45m11.002333913s"
"2024-04-10T15:40:03.331Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h44m11.19650101s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377524-1"",""planID"":2377524,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:40:03.331503912Z""}","""lc_prod_ct_products""","2273721448","2377524","""sh-2377524-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h44m11.19650101s"
"2024-04-10T15:39:03.390Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h43m11.255267695s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377524-1"",""planID"":2377524,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:39:03.390267154Z""}","""lc_prod_ct_products""","2273721448","2377524","""sh-2377524-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h43m11.255267695s"
"2024-04-10T15:38:02.958Z","""2024-04-10T11:55:52.134979Z""","""oldest pending job is 3h42m10.82388384s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:52.134979Z"",""jobID"":2273721448,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377524-1"",""planID"":2377524,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:38:02.958877317Z""}","""lc_prod_ct_products""","2273721448","2377524","""sh-2377524-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h42m10.82388384s"
"2024-04-10T15:37:03.031Z","""2024-04-10T11:55:02.238591Z""","""oldest pending job is 3h42m0.792444468s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:55:02.238591Z"",""jobID"":2273684519,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377523-1"",""planID"":2377523,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:37:03.031057006Z""}","""lc_prod_ct_products""","2273684519","2377523","""sh-2377523-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h42m0.792444468s"
"2024-04-10T15:36:03.035Z","""2024-04-10T11:54:35.962961Z""","""oldest pending job is 3h41m27.072437536s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:35.962961Z"",""jobID"":2273663161,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377536-1"",""planID"":2377536,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:36:03.035414178Z""}","""lc_prod_ct_products""","2273663161","2377536","""sh-2377536-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h41m27.072437536s"
"2024-04-10T15:35:03.179Z","""2024-04-10T11:54:35.962961Z""","""oldest pending job is 3h40m27.216213289s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:35.962961Z"",""jobID"":2273663161,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377536-1"",""planID"":2377536,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:35:03.179194447Z""}","""lc_prod_ct_products""","2273663161","2377536","""sh-2377536-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h40m27.216213289s"
"2024-04-10T15:34:03.068Z","""2024-04-10T11:54:35.962961Z""","""oldest pending job is 3h39m27.105557691s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:35.962961Z"",""jobID"":2273663161,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377536-1"",""planID"":2377536,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:34:03.068540151Z""}","""lc_prod_ct_products""","2273663161","2377536","""sh-2377536-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h39m27.105557691s"
"2024-04-10T15:33:03.276Z","""2024-04-10T11:54:18.832165Z""","""oldest pending job is 3h38m44.444525585s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:18.832165Z"",""jobID"":2273650463,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377505-1"",""planID"":2377505,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:33:03.276715718Z""}","""lc_prod_ct_products""","2273650463","2377505","""sh-2377505-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h38m44.444525585s"
"2024-04-10T15:32:03.068Z","""2024-04-10T11:54:18.832165Z""","""oldest pending job is 3h37m44.23641825s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:18.832165Z"",""jobID"":2273650463,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377505-1"",""planID"":2377505,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:32:03.068601089Z""}","""lc_prod_ct_products""","2273650463","2377505","""sh-2377505-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h37m44.23641825s"
"2024-04-10T15:31:03.143Z","""2024-04-10T11:54:18.832165Z""","""oldest pending job is 3h36m44.311595308s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:18.832165Z"",""jobID"":2273650463,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377505-1"",""planID"":2377505,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:31:03.143779659Z""}","""lc_prod_ct_products""","2273650463","2377505","""sh-2377505-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h36m44.311595308s"
"2024-04-10T15:30:03.449Z","""2024-04-10T11:54:18.832165Z""","""oldest pending job is 3h35m44.61715222s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:54:18.832165Z"",""jobID"":2273650463,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377505-1"",""planID"":2377505,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:30:03.449335826Z""}","""lc_prod_ct_products""","2273650463","2377505","""sh-2377505-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h35m44.61715222s"
"2024-04-10T15:29:03.059Z","""2024-04-10T11:52:12.581559Z""","""oldest pending job is 3h36m50.477698415s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:52:12.581559Z"",""jobID"":2273482538,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377514-1"",""planID"":2377514,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:29:03.059275305Z""}","""lc_prod_ct_products""","2273482538","2377514","""sh-2377514-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h36m50.477698415s"
"2024-04-10T15:28:03.143Z","""2024-04-10T11:52:12.581559Z""","""oldest pending job is 3h35m50.562191299s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:52:12.581559Z"",""jobID"":2273482538,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377514-1"",""planID"":2377514,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:28:03.143770384Z""}","""lc_prod_ct_products""","2273482538","2377514","""sh-2377514-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h35m50.562191299s"
"2024-04-10T15:27:03.160Z","""2024-04-10T11:52:12.581559Z""","""oldest pending job is 3h34m50.578623308s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:52:12.581559Z"",""jobID"":2273482538,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377508-1"",""planID"":2377508,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:27:03.160204074Z""}","""lc_prod_ct_products""","2273482538","2377508","""sh-2377508-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h34m50.578623308s"
"2024-04-10T15:26:03.583Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h35m1.168024649s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:26:03.583568722Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h35m1.168024649s"
"2024-04-10T15:25:04.064Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h34m1.649235962s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:25:04.064779533Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h34m1.649235962s"
"2024-04-10T15:24:03.237Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h33m0.821460526s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:24:03.237008645Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h33m0.821460526s"
"2024-04-10T15:23:03.047Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h32m0.632432286s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:23:03.04798064Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h32m0.632432286s"
"2024-04-10T15:22:03.159Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h31m0.744203062s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:22:03.159750755Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h31m0.744203062s"
"2024-04-10T15:21:03.210Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h30m0.795226769s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:21:03.210778646Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h30m0.795226769s"
"2024-04-10T15:20:04.668Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h29m2.253231277s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:20:04.668778798Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h29m2.253231277s"
"2024-04-10T15:19:03.050Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h28m0.635230124s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:19:03.050772871Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h28m0.635230124s"
"2024-04-10T15:18:03.056Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h27m0.640513712s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:18:03.056057128Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h27m0.640513712s"
"2024-04-10T15:17:03.361Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h26m0.94631275s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:17:03.361859007Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h26m0.94631275s"
"2024-04-10T15:16:03.390Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h25m0.974659382s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:16:03.390205663Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h25m0.974659382s"
"2024-04-10T15:15:04.240Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h24m1.825200951s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377526-1"",""planID"":2377526,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:15:04.240751162Z""}","""lc_prod_ct_products""","2273429914","2377526","""sh-2377526-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h24m1.825200951s"
"2024-04-10T15:14:02.945Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h23m0.529578111s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377521-1"",""planID"":2377521,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:14:02.945122764Z""}","""lc_prod_ct_products""","2273429914","2377521","""sh-2377521-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h23m0.529578111s"
"2024-04-10T15:13:03.195Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h22m0.780214039s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377521-1"",""planID"":2377521,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:13:03.195764998Z""}","""lc_prod_ct_products""","2273429914","2377521","""sh-2377521-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h22m0.780214039s"
"2024-04-10T15:12:03.031Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h21m0.616147255s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:12:03.031685745Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h21m0.616147255s"
"2024-04-10T15:11:02.935Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h20m0.519900823s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:11:02.93544141Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h20m0.519900823s"
"2024-04-10T15:10:04.373Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h19m1.958185057s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:10:04.373732542Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h19m1.958185057s"
"2024-04-10T15:09:03.232Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h18m0.817001703s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:09:03.232552603Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h18m0.817001703s"
"2024-04-10T15:08:03.084Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h17m0.669307926s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:08:03.084852049Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h17m0.669307926s"
"2024-04-10T15:07:03.153Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h16m0.738062285s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:07:03.15360929Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h16m0.738062285s"
"2024-04-10T15:06:03.256Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h15m0.841030805s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:06:03.256580164Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h15m0.841030805s"
"2024-04-10T15:05:07.385Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h14m4.970418201s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:05:07.385960429Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h14m4.970418201s"
"2024-04-10T15:04:03.259Z","""2024-04-10T11:51:02.415526Z""","""oldest pending job is 3h13m0.844167753s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:51:02.415526Z"",""jobID"":2273429914,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377511-1"",""planID"":2377511,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:04:03.259713746Z""}","""lc_prod_ct_products""","2273429914","2377511","""sh-2377511-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h13m0.844167753s"
"2024-04-10T15:03:03.071Z","""2024-04-10T11:47:40.948376Z""","""oldest pending job is 3h15m22.123031412s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:47:40.948376Z"",""jobID"":2273286123,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377510-1"",""planID"":2377510,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:03:03.07142367Z""}","""lc_prod_ct_products""","2273286123","2377510","""sh-2377510-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h15m22.123031412s"
"2024-04-10T15:02:03.245Z","""2024-04-10T11:47:14.632425Z""","""oldest pending job is 3h14m48.61309682s""","{""status_category"":""Info"",""level"":""info"",""context"":""jobsqueue/oldest_job.go:139"",""attributes"":{""createdAt"":""2024-04-10T11:47:14.632425Z"",""jobID"":2273270772,""indexName"":""lc_prod_ct_products"",""appID"":""4K4ZN64X03"",""shardID"":""sh-2377527-1"",""planID"":2377527,""shardType"":""keyword""},""timestamp"":""2024-04-10T15:02:03.245549995Z""}","""lc_prod_ct_products""","2273270772","2377527","""sh-2377527-1""","""keyword""","""4K4ZN64X03""","oldest pending job is 3h14m48.61309682s"
